city_ascii,country,population
Tidore,Indonesia,60611
Sligo,Ireland,20228
Mullingar,Ireland,
Drogheda,Ireland,36533
Dundalk,Ireland,38884
Muineachan,Ireland,5937
Port Laoise,Ireland,
Longford,Ireland,
Shannon,Ireland,8781
Tralee,Ireland,26384
Lifford,Ireland,
Wicklow,Ireland,
Kilkenny,Ireland,21589
An Cabhan,Ireland,
Carrick on Shannon,Ireland,
Wexford,Ireland,
Donegal,Ireland,2513
Killarney,Ireland,11902
Ros Comain,Ireland,4860
Galway,Ireland,75594
Cork,Ireland,188907
Dublin,Ireland,1059000
Trim,Ireland,
Waterford,Ireland,49275
Limerick,Ireland,90054
Clonmel,Ireland,
Nenagh,Ireland,
Swords,Ireland,
Dunleary,Ireland,
Tallaght,Ireland,
Castlebar,Ireland,
Naas,Ireland,
Carlow,Ireland,
Ennis,Ireland,
Tullamore,Ireland,
Jerusalem,Israel,1029300
Beer Sheva,Israel,206408
Nazareth,Israel,151459
Tel Aviv-Yafo,Israel,3112000
Haifa,Israel,1011000
Ramla,Israel,63860
Douglas,Isle Of Man,35854
Kavaratti,India,10688
New Delhi,India,317797
Tezpur,India,58851
Jullundur,India,855000
Navsari,India,163000
Asansol,India,1328000
Port Blair,India,127562
Kota,India,827000
Saharanpur,India,484873
Bhuj,India,289429
Gurgaon,India,197340
Simla,India,173503
Muzaffarpur,India,333200
Gaya,India,423692
Ratlam,India,307229
Gwalior,India,978000
Baramula,India,167986
Guwahati,India,983000
Dispur,India,16140
Bidar,India,300136
Pune,India,4672000
Ahmedabad,India,5375000
Haldia,India,200762
Bhagalpur,India,361548
Ujjain,India,513350
Tonk,India,181734
Agartala,India,203264
Silchar,India,152393
Vellore,India,177081
Bharatpur,India,229384
Siliguri,India,515574
Gangtok,India,77900
Cuttack,India,580000
Alipur Duar,India,127342
Bhubaneshwar,India,844000
Dibrugarh,India,166366
Jorhat,India,69033
Hospet,India,286007
Tuticorin,India,436094
Sangli,India,601214
Sholapur,India,1057000
Mumbai,India,18978000
Diu,India,23779
Sirsa,India,181639
Mangalore,India,776632
Thiruvananthapuram,India,954000
Kochi,India,1519000
Bangalore,India,6787000
Proddatur,India,197451
Tirupati,India,287035
Vadodara,India,1756000
Surat,India,3842000
Aizawl,India,283021
Bhopal,India,1727000
Hyderabad,India,6376000
Chandigarh,India,979000
Gandhinagar,India,195891
Imphal,India,264986
Kohima,India,92113
Lucknow,India,2695000
Bijapur,India,271064
Chennai,India,7163000
Guntur,India,530577
Rajahmundry,India,304804
Haora,India,4841638
Raurkela,India,625831
Dhanbad,India,1246000
Bhatpara,India,483129
Kolkata,India,14787000
Shillong,India,375527
Puri,India,201026
Krishnanagar,India,145926
Jamshedpur,India,1300000
Jodhpur,India,995000
Sikar,India,400000
Barddhaman,India,301725
Medinipur,India,169127
Vishakhapatnam,India,1529000
Silvassa,India,27359
Kolhapur,India,750000
Latur,India,374394
Pondicherry,India,227411
Brahmapur,India,324726
Bhiwandi,India,795000
Rajkot,India,1260000
Kalyan,India,1576614
Coimbatore,India,1696000
Nasik,India,1473000
Porbandar,India,234684
Parbhani,India,378326
Akola,India,503502
Ahmednagar,India,391760
Aurangabad,India,1113000
Daman,India,39737
Ranchi,India,1044000
Itanagar,India,44971
Raipur,India,875000
Kozhikode,India,953000
Machilipatnam,India,192827
Khammam,India,290839
Kakinada,India,292923
Panaji,India,65586
Bhavnagar,India,554978
Karnal,India,225049
Rohtak,India,317245
Hisar,India,544829
Abohar,India,130603
Agra,India,1592000
Alwar,India,283228
Bhilwara,India,389911
Udaipur,India,469737
Meerut,India,1398000
Delhi,India,15926000
Rampur,India,296418
Ludhiana,India,1649000
Sonipat,India,250521
Dehra Dun,India,714223
Ghaziabad,India,1341000
Faridabad,India,1394000
Amravati,India,734451
Bhiwani,India,190855
Gulbarga,India,483615
Mathura,India,330511
Hapur,India,242920
Bhilai,India,1097000
Warangal,India,1203853
Raichur,India,255240
Firozabad,India,306409
Burhanpur,India,197233
Ambala,India,146787
Varanasi,India,1352000
Hathras,India,126882
Shahjahanpur,India,320434
Jabalpur,India,1285000
Patiala,India,329224
Nagpur,India,2454000
Bulandshahr,India,198612
Nanded,India,623708
Hoshiarpur,India,158142
Aligarh,India,805000
Mirzapur,India,245817
Bikaner,India,576015
Srinagar,India,1140000
Jhansi,India,826494
Fatehpur,India,166480
Sagar,India,328240
Bahraich,India,182218
Kanpur,India,3162000
Gorakhpur,India,674246
Jammu,India,791000
Nizamabad,India,388505
Faizabad,India,153047
Sopore,India,63035
Allahabad,India,1201000
Sambalpur,India,310852
Pathankot,India,253987
Bilaspur,India,543454
Indore,India,2026000
Sitapur,India,164435
Malegaon,India,690844
Dhule,India,479073
Panipat,India,292808
Muzaffarnagar,India,349706
Ongole,India,202860
Jaipur,India,2917000
Moradabad,India,787000
Pali,India,210103
Vijayawada,India,1137000
Budaun,India,161555
Bareilly,India,817000
Aurangabad,India,95929
Vizianagaram,India,179358
Chirala,India,253000
Ajmer,India,589985
Pilibhit,India,131008
Hindupur,India,168312
Mandya,India,285034
Karimnagar,India,288251
Tumkur,India,399606
Mysore,India,887000
Hubli,India,890000
Shimoga,India,654055
Chandrapur,India,595118
Bellary,India,445388
Davangere,India,503564
Amritsar,India,1212000
Belgaum,India,608756
Etawah,India,257448
Patna,India,2158000
Purnia,India,198453
Bhusawal,India,183001
Nandyal,India,188654
Kurnool,India,424920
Kolar,India,144625
Nellore,India,678004
Tiruvannamalai,India,138243
Kanchipuram,India,155029
Valparai,India,114308
Tiruppur,India,650000
Alappuzha,India,176783
Kollam,India,394163
Karur,India,76915
Kumbakonam,India,139264
Thanjavur,India,219571
Nagercoil,India,224329
Tirunelveli,India,542200
Rajapalaiyam,India,369991
Salem,India,873000
Tiruchirappalli,India,951000
Madurai,India,1294000
Cuddalore,India,158569
Dindigul,India,200797
Mandali,Iraq,29785
Baghdad,Iraq,5054000
As Sulaymaniyah,Iraq,723170
As Samawah,Iraq,174978
Ash Shatrah,Iraq,161949
Mosul,Iraq,1316000
Kirkuk,Iraq,601433
Tikrit,Iraq,56591
Baqubah,Iraq,299479
Karbala,Iraq,510692
Al Amarah,Iraq,345007
Samarra,Iraq,158508
Ar Rutbah,Iraq,22370
Al Musayyib,Iraq,76454
Tall Afar,Iraq,144465
Ar Ramadi,Iraq,295121
Dahuk,Iraq,986000
Al Fallujah,Iraq,231819
Az Aubayr,Iraq,262219
Al Hillah,Iraq,594605
An Najaf,Iraq,665552
Ad Diwaniyah,Iraq,358408
Al Kut,Iraq,321521
An Nasiriyah,Iraq,451547
Basra,Iraq,870000
Zakho,Iraq,134863
Irbil,Iraq,926000
Bojnurd,Iran,208582
Mahabad,Iran,162434
Ardabil,Iran,414603
Isfahan,Iran,1628000
Urmia,Iran,577307
Zahedan,Iran,598887
Ilam,Iran,
Bandar-e-Abbas,Iran,461499
Kermanshah,Iran,828313
Tabriz,Iran,1413000
Khorramabad,Iran,375198
Hamadan,Iran,528256
Yasuj,Iran,96786
Sari,Iran,271467
Birjand,Iran,324703
Kerman,Iran,577514
Sari,Iran,
Ilam,Iran,152894
Sanandaj,Iran,349176
Abadan,Iran,370180
Shiraz,Iran,1240000
Bandar-e Bushehr,Iran,169060
Mashhad,Iran,2469000
Yazd,Iran,477905
Semnan,Iran,124826
Karaj,Iran,1423000
Maragheh,Iran,151385
Borujerd,Iran,251958
Amol,Iran,221650
Saveh,Iran,175533
Kashmar,Iran,157135
Torbat-e Jam,Iran,104578
Quchan,Iran,145531
Khomeini Shahr,Iran,437138
Shahrud,Iran,131889
Ahar,Iran,103639
Zabol,Iran,233968
Qazvin,Iran,464551
Sirjan,Iran,175000
Marv Dasht,Iran,125000
Bam,Iran,99268
Qasr-e Shirin,Iran,11202
Gonbad-e Kavus,Iran,159982
Masjed Soleyman,Iran,153663
Behbehan,Iran,85707
Kashan,Iran,250000
Fasa,Iran,124458
Qomsheh,Iran,118301
Varamin,Iran,179603
Chabahar,Iran,65801
Qom,Iran,973000
Dezful,Iran,315482
Gorgan,Iran,281023
Rasht,Iran,594590
Sabzewar,Iran,226183
Tehran,Iran,7873000
Ahvaz,Iran,996000
Malayer,Iran,176573
Zanjan,Iran,357471
Bijar,Iran,53871
Neyshabur,Iran,221700
Khvoy,Iran,202728
Arak,Iran,503647
Shar e Kord,Iran,129153
Reykjavik,Iceland,166212
Hofn,Iceland,1695
Akureyi,Iceland,16563
Borgarnes,Iceland,1783
Egilsstadir,Iceland,2265
Isafjordur,Iceland,2534
Keflavik,Iceland,7930
Saudarkrokur,Iceland,2682
Selfoss,Iceland,6275
Venice,Italy,270816
Trento,Italy,107808
Cagliari,Italy,291511
Rome,Italy,3339000
Trieste,Italy,216035
Palermo,Italy,863000
Marsala,Italy,77784
Campobasso,Italy,50762
L'Aquila,Italy,68503
Civitavecchia,Italy,61316
Catanzaro,Italy,95251
Genoa,Italy,647497
Ancona,Italy,100507
Bologna,Italy,488172
Potenza,Italy,69060
Bari,Italy,500577
Milan,Italy,2945000
Turin,Italy,1652000
Naples,Italy,2250000
Florence,Italy,1500000
Aosta,Italy,34062
Perugia,Italy,149125
Como,Italy,250000
Novara,Italy,100910
Asti,Italy,71276
Sassari,Italy,120729
Olbia,Italy,45366
Modena,Italy,175502
Ferrara,Italy,130992
Ravenna,Italy,134631
Treviso,Italy,177309
Verona,Italy,347459
Udine,Italy,119009
Bolzano,Italy,95895
Bergamo,Italy,200000
Salerno,Italy,954265
Pescara,Italy,314789
Arezzo,Italy,91589
Siena,Italy,52625
Livorno,Italy,156274
Pisa,Italy,203336
Parma,Italy,166011
Catania,Italy,674542
Messina,Italy,252026
Ragusa,Italy,68956
Siracusa,Italy,123657
Reggio di Calabria,Italy,180353
Vibo Valentia,Italy,33957
Crotone,Italy,60010
Foggia,Italy,155203
Barletta,Italy,107830
Taranto,Italy,202033
Brindisi,Italy,104437
Lecce,Italy,162582
Benevento,Italy,61791
Caserta,Italy,250000
Saint Helier,Jersey,
Port Morant,Jamaica,11536
Kingston,Jamaica,937700
Black River,Jamaica,4229
Falmouth,Jamaica,7779
Lucea,Jamaica,6289
Mandeville,Jamaica,47115
May Pen,Jamaica,135142
Montego Bay,Jamaica,126008
Morant Bay,Jamaica,
Port Antonio,Jamaica,14400
Port Maria,Jamaica,7906
St. Ann's Bay,Jamaica,13671
Savanna-la-Mar,Jamaica,30000
Spanish Town,Jamaica,432704
Half Way Tree,Jamaica,96494
`Ajlun,Jordan,
Amman,Jordan,1060000
Ma'an,Jordan,50350
Al Aqabah,Jordan,95048
Al Mafraq,Jordan,57118
Irbid,Jordan,650000
As Salt,Jordan,140689
Jarash,Jordan,
Az Zarqa,Jordan,894691
Al Karak,Jordan,80062
At Tafilah,Jordan,25429
Madaba,Jordan,
Muroran,Japan,155676
Iwaki,Japan,357309
Sakata,Japan,100446
Tottori,Japan,154098
Maizuru,Japan,92465
Hamamatsu,Japan,977023
Takaoka,Japan,170077
Asahikawa,Japan,356612
Tsuruoka,Japan,99820
Otaru,Japan,143792
Kawagoe,Japan,337931
Hachioji,Japan,579399
Hirosaki,Japan,174972
Kure,Japan,196991
Hachinohe,Japan,239046
Matsumoto,Japan,224926
Tokyo,Japan,35676000
Tomakomai,Japan,174806
Obihiro,Japan,173890
Nagaoka,Japan,195318
Koriyama,Japan,340560
Shimonoseki,Japan,245786
Sasebo,Japan,237444
Kanoya,Japan,82335
Kitakyushu,Japan,997536
Akita,Japan,320069
Aomori,Japan,298394
Chiba,Japan,
Fukui,Japan,248707
Fukuoka,Japan,2792000
Fukushima,Japan,294237
Gifu,Japan,412895
Hiroshima,Japan,2045000
Kagoshima,Japan,555352
Kanazawa,Japan,551249
Kobe,Japan,1528478
Kochi,Japan,335570
Kofu,Japan,197540
Kumamoto,Japan,718232
Kyoto,Japan,1805000
Maebashi,Japan,344871
Matsue,Japan,156811
Matsuyama,Japan,533541
Mito,Japan,353892
Miyazaki,Japan,324384
Morioka,Japan,295172
Nagano,Japan,594311
Nagasaki,Japan,435455
Nagoya,Japan,3230000
Naha,Japan,905238
Niigata,Japan,569797
Oita,Japan,448907
Okayama,Japan,866092
Osaka,Japan,11294000
Otsu,Japan,536976
Sapporo,Japan,2544000
Sendai,Japan,2250000
Shizuoka,Japan,701561
Takamatsu,Japan,334223
Tokushima,Japan,443760
Tottori,Japan,
Toyama,Japan,332812
Tsu,Japan,500000
Utsunomiya,Japan,667752
Wakayama,Japan,440006
Yamagata,Japan,272209
Yamaguchi,Japan,
Yokohama,Japan,3697894
Saitama,Japan,
Saga,Japan,
Kawasaki,Japan,1437266
Nara,Japan,
Kushiro,Japan,198566
Kitami,Japan,113137
Hakodate,Japan,302984
Namanga,Kenya,13193
Nairobi,Kenya,3010000
Moyale,Kenya,24837
Kisumu,Kenya,395615
Mombasa,Kenya,882000
Nyeri,Kenya,51084
Garissa,Kenya,67861
Kakamega,Kenya,63426
Nakuru,Kenya,364727
Witu,Kenya,5380
Embu,Kenya,58620
Homa Bay,Kenya,
Isiolo,Kenya,
Iten,Kenya,
Kabarnet,Kenya,
Kajiado,Kenya,
Kapenguria,Kenya,
Kapsabet,Kenya,
Kericho,Kenya,98852
Kerugoya,Kenya,
Kiambu,Kenya,
Kilifi,Kenya,80339
Kisii,Kenya,28547
Kitale,Kenya,150495
Kitui,Kenya,
Kwale,Kenya,
Lamu,Kenya,24525
Lodwar,Kenya,20219
Machakos,Kenya,144925
Mandera,Kenya,
Maralal,Kenya,20841
Marsabit,Kenya,16460
Meru,Kenya,47226
Migori,Kenya,
Murang'a,Kenya,
Mwatate,Kenya,
Narok,Kenya,
Nyamira,Kenya,
Ol Kalou,Kenya,
Rumuruti,Kenya,
Wajir,Kenya,45771
Wote,Kenya,
Busia,Kenya,
Kathwana,Kenya,
Sotik Post,Kenya,
Bungoma,Kenya,55962
Eldoret,Kenya,353381
Hola,Kenya,
Karungu,Kenya,2376
Siaya,Kenya,
Naivasha,Kenya,43983
Thika,Kenya,99322
Konza,Kenya,2004
Eldama Ravine,Kenya,17581
Tsavo,Kenya,414
Voi,Kenya,36487
Nanyuki,Kenya,36142
Malindi,Kenya,94016
Kendu Bay,Kenya,91248
Mwingi,Kenya,11219
Sotik,Kenya,71285
Bishkek,Kyrgyzstan,837000
Kara Balta,Kyrgyzstan,74133
Cholpon Ata,Kyrgyzstan,18595
Tash Komur,Kyrgyzstan,23594
Karakol,Kyrgyzstan,70171
At Bashy,Kyrgyzstan,15601
Naryn,Kyrgyzstan,52300
Jalal Abad,Kyrgyzstan,248899
Kok Yangak,Kyrgyzstan,15000
Toktogul,Kyrgyzstan,26115
Talas,Kyrgyzstan,35172
Osh,Kyrgyzstan,391277
Balykchy,Kyrgyzstan,40527
Tokmak,Kyrgyzstan,112860
Batken,Kyrgyzstan,
Phnom Penh,Cambodia,1466000
Ta Khmau,Cambodia,
Sihanoukville,Cambodia,
Pursat,Cambodia,52476
Prey Veng,Cambodia,74000
Siem Reap,Cambodia,109398
Stoeng Treng,Cambodia,29665
Svay Rieng,Cambodia,23956
Takeo,Cambodia,15264
Battambang,Cambodia,154773
Kampong Cham,Cambodia,83233
Kompong Chhnang,Cambodia,75244
Kampong Spoe,Cambodia,33231
Kampong Thom,Cambodia,
Kampot,Cambodia,50105
Krong Koh Kong,Cambodia,33134
Kracheh,Cambodia,19975
Krong Kep,Cambodia,
Pailin,Cambodia,
Kampong Thum,Cambodia,19951
Lumphat,Cambodia,19205
Banlung,Cambodia,
Samraong,Cambodia,
Senmonorom,Cambodia,7944
Sisophon,Cambodia,50302
Suong,Cambodia,
Phnum Tbeng Meanchey,Cambodia,24380
Tarawa,Kiribati,28802
Moroni,Comoros,128698
Basseterre,Saint Kitts And Nevis,21887
Pyongsan,"Korea, North",66260
Kimhyonggwon,"Korea, North",3839
Chongju,"Korea, North",141769
Ongjin,"Korea, North",69195
Chongjin,"Korea, North",672614
Chosan,"Korea, North",7786
Changyon,"Korea, North",48984
Hamhung,"Korea, North",773000
Sunchon,"Korea, North",400629
Kilchu,"Korea, North",101165
Taedong,"Korea, North",1884
Sariwon,"Korea, North",154942
P'yongsong,"Korea, North",
Wonsan,"Korea, North",329207
Munchon,"Korea, North",73619
Manpo,"Korea, North",186827
Sinuiju,"Korea, North",288112
Sin-Ni,"Korea, North",19463
Musan,"Korea, North",80146
Kaesong,"Korea, North",338155
Kimchaek,"Korea, North",187270
Hungnam,"Korea, North",751322
Haeju,"Korea, North",224231
Kanggye,"Korea, North",299514
Hyeson,"Korea, North",227461
Rajin,"Korea, North",
Sonbong,"Korea, North",60864
Pyongyang,"Korea, North",3300000
Nampo,"Korea, North",1127000
Gyeongju,"Korea, South",155237
Iksan,"Korea, South",283501
Songnam,"Korea, South",942000
Ulsan,"Korea, South",1061000
Wonju,"Korea, South",243387
Seoul,"Korea, South",9796000
Ansan,"Korea, South",739493
Gunsan,"Korea, South",244080
Jeju,"Korea, South",408364
Busan,"Korea, South",3480000
Incheon,"Korea, South",2550000
Daegu,"Korea, South",2460000
Gwangju,"Korea, South",1440000
Daejeon,"Korea, South",1468000
Changwon,"Korea, South",1081499
Sokcho,"Korea, South",85430
Eumseong,"Korea, South",10077
Chuncheon,"Korea, South",226509
Goyang,"Korea, South",903000
Pohang,"Korea, South",435266
Puch'on,"Korea, South",866000
Cheongju,"Korea, South",775096
Mokpo,"Korea, South",268402
Yeosu,"Korea, South",341994
Hongseong,"Korea, South",
Muan,"Korea, South",
Andong,"Korea, South",129319
Suwon,"Korea, South",1078000
Sejong,"Korea, South",
Gangneung,"Korea, South",180611
Jeonju,"Korea, South",711424
Al Ahmadi,Kuwait,68763
Al Jahra,Kuwait,194193
Kuwait,Kuwait,2063000
George Town,Cayman Islands,4268
Pago Pago,American Samoa,12576
Hagta,Guam,1051
Maina,Guam,122411
Capitol Hill,Northern Mariana Islands,2500
Renton,United States,101379
Chehalis,United States,7533
Mercer Island,United States,25261
Lynnwood,United States,38273
Centralia,United States,41643
Mountlake Terrace,United States,21337
Seattle,United States,3643765
Liberty Lake,United States,9893
Airway Heights,United States,8166
Brier,United States,6884
Port Townsend,United States,8804
Oak Harbor,United States,34663
Anacortes,United States,17955
Grandview,United States,18858
Quincy,United States,7756
Kelso,United States,12130
Cheney,United States,12421
Lacey,United States,49748
Sultan,United States,8803
Edmonds,United States,42209
Lake Forest Park,United States,13392
Yakima,United States,133233
Pacific,United States,7184
Lynden,United States,17340
Federal Way,United States,96690
Mill Creek,United States,20832
Lakewood,United States,60296
Port Angeles,United States,23865
Longview,United States,65619
Wapato,United States,7686
Arlington,United States,19212
Sammamish,United States,64548
Covington,United States,20916
Wenatchee,United States,71512
Mattawa,United States,5122
Selah,United States,7859
Omak,United States,8130
Sedro-Woolley,United States,11838
Sunnyside,United States,17927
Normandy Park,United States,6649
SeaTac,United States,29140
Steilacoom,United States,6337
Ridgefield,United States,7117
Kennewick,United States,232915
Pullman,United States,33276
West Richland,United States,14596
Colville,United States,5064
Prosser,United States,6264
Maple Valley,United States,25758
Auburn,United States,80776
Connell,United States,5360
Bainbridge Island,United States,24522
Edgewood,United States,11213
Burlington,United States,8783
Othello,United States,12375
University Place,United States,33401
Poulsbo,United States,10670
Hoquiam,United States,8500
Ephrata,United States,7275
Kent,United States,128458
Mukilteo,United States,21469
Kirkland,United States,88630
Redmond,United States,64291
Tukwila,United States,20144
Yelm,United States,16504
Olympia,United States,196078
Fife,United States,10154
Port Orchard,United States,13997
Bremerton,United States,216480
Lake Stevens,United States,32785
Montesano,United States,8494
Tacoma,United States,213418
Woodinville,United States,11997
Ocean Shores,United States,5553
Sequim,United States,20750
Moses Lake,United States,37774
Puyallup,United States,41001
Sumner,United States,10093
Walla Walla,United States,57779
Bothell,United States,45533
Tumwater,United States,22973
Duvall,United States,7813
Monroe,United States,18789
Clarkston,United States,7396
Gig Harbor,United States,9507
Des Moines,United States,31238
Snohomish,United States,10089
Richland,United States,56243
Woodland,United States,6531
Washougal,United States,15711
Bonney Lake,United States,20675
Spokane Valley,United States,97847
Bellevue,United States,144444
Marysville,United States,166541
Newcastle,United States,11681
North Bend,United States,6821
Snoqualmie,United States,26054
Enumclaw,United States,11784
Shelton,United States,19296
Bellingham,United States,126015
Kenmore,United States,22867
Ellensburg,United States,23471
DuPont,United States,9487
Granite Falls,United States,6565
Milton,United States,8230
Stanwood,United States,7161
East Wenatchee,United States,13983
Spokane,United States,403043
Chelan,United States,6078
Camas,United States,23331
Blaine,United States,5311
Union Gap,United States,6161
Pasco,United States,73013
Issaquah,United States,37487
Toppenish,United States,14441
Orting,United States,7983
Fircrest,United States,6794
Vancouver,United States,175673
Battle Ground,United States,20576
College Place,United States,9258
Mount Vernon,United States,69528
Ferndale,United States,14026
Aberdeen,United States,29089
Shoreline,United States,56189
Everett,United States,110079
Burien,United States,51671
Manassas Park,United States,16591
Fairfax,United States,24097
Big Stone Gap,United States,7725
Waynesboro,United States,22327
Lexington,United States,8841
Winchester,United States,74031
Orange,United States,5169
Strasburg,United States,7255
Radford,United States,17658
Richmond,United States,1059907
Virginia Beach,United States,1480383
Herndon,United States,24532
Chesapeake,United States,240397
Purcellville,United States,15112
Covington,United States,7822
Charlottesville,United States,102016
Smithfield,United States,10551
Norfolk,United States,244703
Dumfries,United States,5230
Petersburg,United States,31750
Falls Church,United States,14583
Rocky Mount,United States,6004
Galax,United States,6505
Farmville,United States,8577
Martinsville,United States,33363
Danville,United States,47135
Manassas,United States,41501
Suffolk,United States,90237
Harrisonburg,United States,74023
Fredericksburg,United States,164976
Warrenton,United States,9875
Marion,United States,7547
Broadway,United States,6547
Bridgewater,United States,6062
Culpeper,United States,19986
Vinton,United States,8065
Blacksburg,United States,92573
Portsmouth,United States,94572
Newport News,United States,179388
Salem,United States,25862
Leesburg,United States,54215
Pulaski,United States,15496
Staunton,United States,58470
Wytheville,United States,7024
Bristol,United States,16790
Ashland,United States,7796
Hampton,United States,134669
Roanoke,United States,216177
Williamsburg,United States,80855
Front Royal,United States,19668
Alexandria,United States,160035
Norton,United States,10451
Vienna,United States,16544
Lynchburg,United States,125004
Emporia,United States,6366
Woodstock,United States,7175
Richlands,United States,8768
Poquoson,United States,12053
Bedford,United States,7173
Abingdon,United States,7981
Franklin,United States,8773
Hopewell,United States,22621
Buena Vista,United States,6219
South Boston,United States,7929
Christiansburg,United States,22259
Colonial Heights,United States,17830
Newark,United States,33858
Milford,United States,20864
Middletown,United States,34132
Millsboro,United States,10578
Seaford,United States,7750
Lewes,United States,27087
Elsmere,United States,6045
Georgetown,United States,10255
Wilmington,United States,71106
Ocean View,United States,13809
Dover,United States,115352
New Castle,United States,5348
Smyrna,United States,11584
Washington,United States,5289420
Kaukauna,United States,16086
Oconomowoc,United States,16717
Verona,United States,13107
Platteville,United States,12470
Rice Lake,United States,9393
North Fond du Lac,United States,5070
Windsor,United States,7057
Howard,United States,19634
Burlington,United States,24687
Chippewa Falls,United States,14035
Waupaca,United States,7521
Lake Geneva,United States,15078
Fitchburg,United States,29485
Merrill,United States,9750
Monona,United States,8104
Beaver Dam,United States,18003
Little Chute,United States,11403
Baldwin,United States,5894
Mount Pleasant,United States,26525
Shorewood,United States,13338
Columbus,United States,6675
Fox Crossing,United States,10980
Beloit,United States,63498
Greenfield,United States,36827
Greendale,United States,14159
Suamico,United States,12816
Pewaukee,United States,8177
Fond du Lac,United States,54629
Hartland,United States,9279
Edgerton,United States,7363
Hartford,United States,15064
Elkhorn,United States,12322
Rhinelander,United States,8738
Baraboo,United States,13891
Plover,United States,12772
Janesville,United States,70518
Twin Lakes,United States,6064
Marinette,United States,18791
Pleasant Prairie,United States,20762
Muskego,United States,24996
Manitowoc,United States,44932
Kronenwetter,United States,7736
Lake Hallie,United States,6716
Kenosha,United States,124888
Slinger,United States,5427
Jefferson,United States,8015
Hales Corners,United States,7642
Sussex,United States,10819
Union Grove,United States,7033
Mukwonago,United States,21882
Watertown,United States,23145
Ripon,United States,8008
Onalaska,United States,18712
Middleton,United States,19660
Ashland,United States,6944
Waterford,United States,5487
Delavan,United States,12003
Sparta,United States,10054
De Forest,United States,10340
La Crosse,United States,101886
Hobart,United States,8896
Whitewater,United States,14374
Stevens Point,United States,43520
Prairie du Chien,United States,6571
Kimberly,United States,6790
Sun Prairie,United States,32894
Prairie du Sac,United States,8523
Oshkosh,United States,75154
Evansville,United States,6033
Marshfield,United States,18697
Grafton,United States,11643
Cudahy,United States,18282
Sheboygan,United States,69920
Caledonia,United States,25002
Menomonee Falls,United States,37443
Rothschild,United States,5325
Weston,United States,15167
Germantown,United States,19982
Menominee,United States,18025
New London,United States,7448
Reedsburg,United States,9476
Port Washington,United States,11762
Kiel,United States,6974
Mount Horeb,United States,7407
South Milwaukee,United States,20988
Elm Grove,United States,6170
Jackson,United States,7107
Appleton,United States,222222
Oregon,United States,12448
Brookfield,United States,38045
West Salem,United States,5026
Cottage Grove,United States,6939
Saint Francis,United States,9442
Sheboygan Falls,United States,7928
Lake Delton,United States,5624
De Pere,United States,25034
Stoughton,United States,13088
West Allis,United States,59934
Tomah,United States,9275
Altoona,United States,7680
Harrison,United States,9941
Holmen,United States,9887
Allouez,United States,13886
Fox Point,United States,6670
West Bend,United States,69577
Waukesha,United States,72489
Bristol,United States,5034
Glendale,United States,12728
Monroe,United States,10658
Two Rivers,United States,11153
Wisconsin Rapids,United States,28277
Milwaukee,United States,1377808
Antigo,United States,7708
Bellevue,United States,15687
Mequon,United States,24159
Fort Atkinson,United States,21299
Black River Falls,United States,5490
Menasha,United States,17748
Sturgeon Bay,United States,8405
Whitefish Bay,United States,13950
Waunakee,United States,13755
Madison,United States,439553
Oak Creek,United States,36354
Wausau,United States,73933
Shawano,United States,10158
Ashwaubenon,United States,17271
Brown Deer,United States,11964
Racine,United States,131467
Richfield,United States,11696
Waupun,United States,11302
Lake Mills,United States,6799
McFarland,United States,8449
Superior,United States,26194
Green Bay,United States,208625
Franklin,United States,36143
Delafield,United States,7526
New Richmond,United States,8859
Portage,United States,10540
Hudson,United States,24133
Wauwatosa,United States,48277
Neenah,United States,25951
Somers,United States,8289
River Falls,United States,15873
Milton,United States,5581
Sturtevant,United States,6967
Plymouth,United States,8900
Eau Claire,United States,107068
New Berlin,United States,39740
Cedarburg,United States,11465
South Charleston,United States,12493
Buckhannon,United States,8560
Point Pleasant,United States,10708
Clarksburg,United States,41453
Wheeling,United States,77206
Hurricane,United States,6542
Martinsburg,United States,17404
Fairmont,United States,32988
Logan,United States,9299
Dunbar,United States,7338
Beckley,United States,59629
Saint Albans,United States,10265
Huntington,United States,194155
Charleston,United States,142858
Grafton,United States,5823
Morgantown,United States,72453
Parkersburg,United States,64253
Keyser,United States,6571
Lewisburg,United States,7099
Bridgeport,United States,8635
Ranson,United States,5173
New Martinsville,United States,5876
Weirton,United States,67082
Princeton,United States,5822
Bluefield,United States,41653
Oak Hill,United States,8338
Elkins,United States,10988
Moundsville,United States,8494
Charles Town,United States,23806
Nitro,United States,6561
Shepherdstown,United States,5045
Vienna,United States,10370
Honolulu,United States,833671
Tequesta,United States,6094
North Palm Beach,United States,13057
Keystone Heights,United States,7134
Miami Springs,United States,14424
Bradenton,United States,56508
Lakeland,United States,291281
Winter Springs,United States,36635
Mascotte,United States,5616
Miami Lakes,United States,31087
Estero,United States,33048
Ocala,United States,164712
Ormond Beach,United States,42816
Dade City,United States,7134
Lake Placid,United States,16683
Brooksville,United States,8147
Daytona Beach,United States,68055
Pinellas Park,United States,52854
Wildwood,United States,6831
Edgewater,United States,22399
Key Biscayne,United States,13182
Winter Haven,United States,245237
Pembroke Pines,United States,170712
Lighthouse Point,United States,11242
Seminole,United States,18576
New Port Richey,United States,16256
Lake City,United States,25869
Port Saint Lucie,United States,432589
Quincy,United States,8791
